 .5126105E-04, .4973654E-04, .4794411E-04, .4533796E-04, .4291310E-04
 .4015333E-04, .3738003E-04, .3911923E-04, .4146520E-04, .3581326E-04
 .3010959E-04, .3343461E-04, .3238450E-04, .2311747E-04, .1899182E-04
 .1348905E-04, .5258047E-05, .7382521E-05, .8844870E-05, .4505391E-05
 .1303838E-04, .1952095E-04, .7874682E-05,-1.50E-05,-2.66E-05
-3.29E-05,-3.32E-05,-3.33E-05,-3.67E-05,-6.66E-05
-9.03E-05,-4.70E-05, .6805941E-04, .1081664E-03, .2176026E-04
-2.35E-05, .4249636E-04, .9770912E-04, .3574579E-04,-5.02E-05
-6.63E-05,-8.65E-05,-1.22E-04,-1.01E-04,-7.26E-05
-1.11E-04,-2.23E-04,-2.53E-04,-7.86E-05, .8958249E-04
 .1637943E-04,-6.98E-07,-5.34E-06,-1.41E-04,-2.24E-04
-2.46E-04,-1.84E-04, .4699977E-05,-2.68E-05,-2.04E-04
-1.49E-04, .2364122E-04, .4254207E-04,-7.51E-05,-1.20E-04
-2.06E-05, .3666264E-04,-1.06E-04,-2.47E-04,-3.14E-04
-3.37E-04,-3.68E-04,-8.06E-05, .3907684E-03, .2557645E-03
-1.94E-04,-2.59E-04, .6582166E-06, .7342245E-05,-5.95E-05
-1.06E-04,-1.69E-04,-2.87E-04,-3.91E-04,-4.28E-04
-6.60E-04,-8.78E-04,-7.90E-04,-5.86E-04,-4.32E-04
-3.92E-04,-5.12E-04,-4.42E-04,-3.26E-04,-1.75E-04
-2.86E-04,-4.43E-04,-3.65E-04,-4.33E-04,-6.12E-04
-8.08E-04,-5.38E-04,-2.37E-05,-1.19E-04,-3.47E-04
-6.86E-05, .3100939E-03, .2261819E-03,-2.78E-04,-4.66E-04
-1.74E-04, .2777146E-03, .3294597E-03,-2.43E-04,-7.10E-04
-7.38E-04,-9.12E-04,-1.18E-03,-1.23E-03,-9.54E-04
-5.47E-04,-3.76E-04,-9.37E-05, .3859315E-03, .3244841E-03
 .2678646E-03, .5441794E-03, .3462239E-03,-1.17E-04,-3.51E-04
-5.70E-04,-8.52E-04,-9.15E-04,-8.05E-04,-3.97E-04
-3.49E-04,-7.07E-04,-4.86E-04,-8.19E-05,-1.18E-04
-2.55E-04,-3.45E-04,-6.69E-04,-1.07E-03,-8.75E-04
-4.92E-04,-3.37E-04,-2.64E-04,-9.43E-04,-1.65E-03
-1.73E-03,-1.16E-03,-3.07E-04, .1022401E-03, .1575348E-03
-2.16E-04,-6.83E-04,-7.51E-04,-9.84E-04,-1.04E-03
-9.78E-04,-8.25E-04,-1.66E-04, .1088107E-03,-1.99E-04
-3.09E-04,-1.85E-04,-6.41E-04,-1.56E-03,-1.32E-03
-5.35E-04,-5.62E-04,-2.94E-04,-3.82E-05,-4.46E-04
-2.99E-04, .3503603E-03, .6666507E-04,-1.11E-03,-1.11E-03
-4.31E-04,-1.06E-03,-1.87E-03,-1.51E-03,-4.44E-04
 .1325166E-03, .3337727E-03, .2059646E-03, .2941583E-06, .2868863E-03
-3.78E-05,-7.77E-04,-9.37E-04,-9.42E-04,-6.99E-04
-8.51E-04,-1.27E-03,-8.59E-04, .6207623E-04, .4274263E-03
-4.49E-04,-1.26E-03,-8.94E-04,-5.08E-04,-8.75E-04
-1.58E-03,-1.77E-03,-1.10E-03,-2.22E-04, .5234229E-03
-2.73E-04,-1.67E-03,-1.72E-03,-7.24E-04,-3.27E-04
-9.26E-04,-1.13E-03, .2352634E-03, .1382410E-02, .7541783E-03
-4.86E-04,-1.60E-03,-1.88E-03,-1.46E-03,-1.04E-03
-1.21E-03,-1.97E-03,-1.51E-03,-3.58E-04, .2918273E-03
 .6045182E-03, .3749117E-03,-1.04E-04,-8.54E-05, .6644832E-03
 .5613150E-03,-1.37E-03,-2.79E-03,-2.54E-03,-2.21E-03
-2.67E-03,-2.98E-03,-1.64E-03, .5345178E-04, .4894508E-03
-7.76E-05,-4.57E-04,-3.76E-05, .3819233E-03, .4816900E-03
-2.82E-04,-1.60E-03,-2.37E-03,-2.12E-03,-1.85E-03
-1.21E-03, .2964203E-05, .2274127E-03,-6.19E-04,-5.11E-04
 .2697590E-03,-1.58E-04,-1.06E-03,-1.49E-03,-1.05E-03
-7.74E-04,-1.14E-03,-1.11E-03,-9.82E-04,-7.08E-04
-1.18E-03,-2.51E-03,-3.76E-03,-4.75E-03,-3.75E-03
-1.10E-03, .2098871E-02, .4815559E-02, .4962313E-02, .2426232E-02
-1.01E-03,-1.85E-03, .3105095E-04, .1416450E-02, .5034426E-03
-1.32E-03,-1.80E-03,-3.29E-04, .1218264E-02, .7941203E-03
-1.31E-03,-3.18E-03,-2.93E-03,-1.69E-03,-1.23E-03
-8.69E-04, .1860942E-02, .5650898E-02, .5360145E-02,-8.61E-05
-6.47E-03,-8.22E-03,-3.53E-03, .1930399E-02, .2530052E-02
-1.48E-03,-4.92E-03,-4.77E-03,-2.80E-03,-2.16E-03
-5.52E-03,-8.41E-03,-3.94E-03, .4142807E-02, .6886149E-02
 .2727165E-02,-1.78E-03,-4.85E-04, .4065848E-02, .4601613E-02
-1.48E-03,-9.14E-03,-1.10E-02,-5.43E-03, .2376565E-02
 .4549733E-02,-2.04E-04,-4.89E-03,-5.40E-03,-4.43E-03
-5.21E-03,-6.60E-03,-4.81E-03,-7.37E-04, .2178424E-02
 .1568080E-02,-2.67E-03,-7.08E-03,-6.72E-03,-9.22E-04
 .2698998E-02,-1.05E-03,-6.77E-03,-8.61E-03,-4.89E-03
 .1311357E-02, .3995348E-02, .4625661E-03,-6.03E-03,-9.30E-03
-6.53E-03, .1194801E-03, .4090398E-02, .2208997E-02,-1.92E-03
-4.35E-03,-4.27E-03,-3.75E-03,-3.76E-03,-4.66E-03
-4.48E-03,-9.68E-04, .5328128E-02, .8808255E-02, .6090954E-02
-3.50E-04,-6.97E-03,-1.23E-02,-1.66E-02,-1.75E-02
-1.32E-02,-3.72E-03, .5319970E-02, .6982992E-02, .8656065E-03
-6.45E-03,-6.88E-03, .1364204E-02, .1035300E-01, .1109380E-01
 .3575976E-02,-5.82E-03,-1.07E-02,-9.55E-03,-5.68E-03
-3.24E-03,-2.85E-03,-9.43E-04, .2489809E-02, .3597374E-02
 .1735716E-03,-6.18E-03,-1.15E-02,-1.42E-02,-1.34E-02
-1.03E-02,-6.58E-03,-2.63E-03, .3357686E-02, .1354728E-01
 .2425007E-01, .2660654E-01, .1741877E-01, .2544242E-02,-8.11E-03
-8.34E-03,-3.16E-03,-2.11E-03,-8.64E-03,-1.47E-02
-1.09E-02, .2984627E-03, .8056055E-02, .4927561E-02,-4.11E-03
-4.44E-03, .9503735E-02, .2684891E-01, .3087781E-01, .1574633E-01
-6.72E-03,-1.84E-02,-1.23E-02, .6868415E-03, .5410999E-02
-5.00E-03,-2.21E-02,-2.76E-02,-1.41E-02, .5147622E-02
 .1347884E-01, .5599043E-02,-7.54E-03,-1.08E-02, .3287212E-03
 .1803694E-01, .2990371E-01, .3099878E-01, .2589290E-01, .2284663E-01
 .2587967E-01, .3127783E-01, .3244208E-01, .2729000E-01, .2061255E-01
 .1756259E-01, .1733411E-01, .1246166E-01,-2.95E-03,-2.68E-02
-5.25E-02,-7.36E-02,-8.30E-02,-7.38E-02,-4.50E-02
-3.81E-03, .3853647E-01, .7300414E-01, .9623761E-01, .1098436E+00
 .1135569E+00, .1035196E+00, .7972671E-01, .5245080E-01, .3351489E-01
 .2160440E-01, .3606986E-02,-2.79E-02,-6.52E-02,-9.34E-02
-1.04E-01,-1.04E-01,-1.07E-01,-1.17E-01,-1.21E-01
-1.06E-01,-7.14E-02,-3.23E-02,-5.55E-03, .1374723E-02
-6.99E-03,-1.61E-02,-7.21E-03, .2833260E-01, .7828694E-01
 .1167603E+00, .1271664E+00, .1131111E+00, .9612181E-01, .1013461E+00
 .1324363E+00, .1646298E+00, .1684002E+00, .1361752E+00, .9190360E-01
 .6983744E-01, .7988613E-01, .9675896E-01, .8666466E-01, .4097469E-01
-1.73E-02,-5.53E-02,-5.69E-02,-3.51E-02,-1.60E-02
-1.39E-02,-1.88E-02,-9.61E-03, .1935777E-01, .5323795E-01
 .7307546E-01, .7200417E-01, .6073453E-01, .5556545E-01, .6241851E-01
 .7199391E-01, .6759797E-01, .3696685E-01,-1.96E-02,-8.55E-02
-1.35E-01,-1.47E-01,-1.21E-01,-8.28E-02,-6.26E-02
-6.95E-02,-8.85E-02,-9.91E-02,-9.78E-02,-9.62E-02
-1.04E-01,-1.10E-01,-9.22E-02,-3.96E-02, .3271633E-01
 .9863961E-01, .1381627E+00, .1483403E+00, .1414247E+00, .1301602E+00
 .1215603E+00, .1166858E+00, .1109500E+00, .1007113E+00, .9175295E-01
 .9498904E-01, .1084710E+00, .1151445E+00, .9982232E-01, .6096098E-01
 .1043573E-01,-3.41E-02,-6.33E-02,-8.15E-02,-9.24E-02
-9.21E-02,-7.36E-02,-3.85E-02,-4.80E-03, .2202486E-02
-2.72E-02,-7.82E-02,-1.27E-01,-1.58E-01,-1.71E-01
-1.72E-01,-1.64E-01,-1.42E-01,-1.07E-01,-6.00E-02
-1.02E-02, .3151583E-01, .5968440E-01, .7935326E-01, .9859767E-01
 .1211351E+00, .1403116E+00, .1434020E+00, .1209939E+00, .6989174E-01
-4.20E-03,-7.79E-02,-1.23E-01,-1.31E-01,-1.17E-01
-1.00E-01,-9.08E-02,-9.09E-02,-9.47E-02,-9.92E-02
-1.06E-01,-1.13E-01,-1.17E-01,-1.13E-01,-1.04E-01
-9.70E-02,-1.01E-01,-1.17E-01,-1.35E-01,-1.46E-01
-1.51E-01,-1.55E-01,-1.59E-01,-1.57E-01,-1.38E-01
-9.64E-02,-3.73E-02, .2574728E-01, .7856969E-01, .1132810E+00
 .1312695E+00, .1356578E+00, .1257606E+00, .1001741E+00, .6358220E-01
 .2916479E-01, .1337385E-01, .2500398E-01, .5839167E-01, .9564294E-01
 .1217348E+00, .1350998E+00, .1442350E+00, .1550119E+00, .1662916E+00
 .1748456E+00, .1781692E+00, .1733099E+00, .1586165E+00, .1350493E+00
 .1032816E+00, .6490710E-01, .2656792E-01,-4.99E-03,-2.70E-02
-3.96E-02,-4.31E-02,-3.68E-02,-2.20E-02,-2.82E-03
 .1543843E-01, .2679217E-01, .2800345E-01, .2116460E-01, .1235060E-01
 .6083111E-02, .7795212E-02, .2250685E-01, .4477574E-01, .5846942E-01
 .4980161E-01, .1717279E-01,-2.90E-02,-7.26E-02,-9.86E-02
-1.07E-01,-1.12E-01,-1.27E-01,-1.44E-01,-1.44E-01
-1.11E-01,-5.04E-02, .1629776E-01, .6646321E-01, .9720271E-01
 .1188772E+00, .1390147E+00, .1542012E+00, .1554973E+00, .1386113E+00
 .1074197E+00, .7203711E-01, .3922593E-01, .5872604E-02,-3.49E-02
-8.60E-02,-1.38E-01,-1.74E-01,-1.84E-01,-1.75E-01
-1.64E-01,-1.66E-01,-1.75E-01,-1.66E-01,-1.19E-01
-3.61E-02, .5681624E-01, .1329180E+00, .1781343E+00, .1933333E+00
 .1886222E+00, .1771841E+00, .1674763E+00, .1553138E+00, .1296655E+00
 .8801389E-01, .4129533E-01, .2195209E-02,-2.12E-02,-2.51E-02
-1.55E-02,-4.36E-03, .4323242E-02, .1970413E-01, .5421985E-01
 .1067278E+00, .1642524E+00, .2160138E+00, .2566445E+00, .2846331E+00
 .2988127E+00, .2975947E+00, .2828946E+00, .2595271E+00, .2311502E+00
 .1906305E+00, .1258421E+00, .4039705E-01,-5.11E-02,-1.47E-01
-2.56E-01,-3.66E-01,-4.44E-01,-4.80E-01,-4.83E-01
-4.70E-01,-4.52E-01,-4.37E-01,-4.21E-01,-3.84E-01
-3.14E-01,-2.25E-01,-1.40E-01,-6.64E-02,-3.98E-04
 .6058987E-01, .1188072E+00, .1737803E+00, .2180236E+00, .2405111E+00
 .2382443E+00, .2242756E+00, .2120549E+00, .2044768E+00, .2030416E+00
 .2044117E+00, .1983663E+00, .1788279E+00, .1494171E+00, .1183061E+00
 .9019424E-01, .7007365E-01, .6286393E-01, .6932189E-01, .8551677E-01
 .1068185E+00, .1297953E+00, .1527931E+00, .1733447E+00, .1861107E+00
 .1856554E+00, .1680390E+00, .1323311E+00, .8062321E-01, .1894864E-01
-4.70E-02,-1.13E-01,-1.76E-01,-2.30E-01,-2.70E-01
-2.99E-01,-3.20E-01,-3.40E-01,-3.55E-01,-3.59E-01
-3.52E-01,-3.42E-01,-3.32E-01,-3.13E-01,-2.73E-01
-2.16E-01,-1.54E-01,-9.36E-02,-4.61E-02,-1.87E-02
-4.18E-03, .1240898E-01, .4033063E-01, .7888100E-01, .1230751E+00
 .1647899E+00, .2000337E+00, .2300116E+00, .2551540E+00, .2726915E+00
 .2795315E+00, .2767895E+00, .2717525E+00, .2737527E+00, .2854879E+00
